Show Name,Top Topic,Column Number,Relationships,Arts,Hunting,Entertainment,Investing,Outdoors,Wall Street,Legal,Sports,Religion,International Politics,NSFW,Self-Improvement,Pets,Opinion,Medicine,Automotive,Dating,Asia,Winter Holidays,Social Media,Literature,Eating,Farming / Gardening,Business,Nature,Food,Scientific Research,Photography,Beverages,News / Politics,Diet,Anatomy,Energy / Climate Change,Space,California,European Politics,Judicial,NBA,Drugs,Economics,Animals,Conflict / War,Music,Brain Science,Science,U.S. Politics,NFL,Places / Transportation,Disease,Fighting,Movies,Health Care,Race,Women's Health,Death / Disaster,Sleep / Spooky,Fitness,Conservative Politics,Digital Entrepreneurship,Crime,Startups,History,Comedy,Guns / Police,Family,Pro Wrestling,Medical Treatment,Colloquial,U.S. Election 2016,College Football,Sex,Cryptocurrency,TV,Fashion / Style,Radio,Communication,Tech,Money,Education,Mobile Tech
How Did This Get Made?,Entertainment,792,0.1184,0.0753,0.0000,0.8956,0.0139,0.0000,0.0000,0.0051,0.0110,0.0000,0.0000,0.1586,0.0000,0.0000,0.0000,0.0000,0.0000,0.0942,0.0000,0.0000,0.0434,0.0000,0.0210,0.0000,0.0213,0.0000,0.0179,0.0000,0.0000,0.0000,0.0137,0.0000,0.0000,0.0000,0.0076,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0087,0.0476,0.0000,0.0415,0.0000,0.0000,0.0000,0.0000,0.0000,0.8616,0.0000,0.0000,0.0394,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1664,0.0000,0.0000,0.0000,0.0000,0.6537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0117,0.0126,0.0000,0.0000,0.0000
Eliza Starting at 16,Colloquial,793,0.9215,0.2089,0.0000,0.2166,0.0000,0.0000,0.0000,0.0584,0.0000,0.0000,0.0000,0.0000,0.0762,0.0000,0.2036,0.0000,0.0000,0.9532,0.0000,0.0113,0.1139,0.0000,0.0000,0.0000,0.0279,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0332,0.0000,0.0000,0.1221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.0000,0.2000,0.0000,0.0000,0.0000,0.0519,0.0000,0.0000,0.0714,0.0000,0.0700,0.1152,0.0000,0.0000,0.0000,0.0000,0.9959,0.0000,0.0000,0.0000,0.0000,0.0928,0.0483,0.0000,0.1121,0.0239,0.0000,0.2355,0.0000
Black Girls Talking,Colloquial,794,0.8107,0.0000,0.0000,0.8510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3668,0.0000,0.0000,0.0000,0.0000,0.0000,0.8274,0.0000,0.0000,0.1204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5607,0.0000,0.3333,0.0000,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1539,0.0000,0.0000,0.0000,0.0000,0.9824,0.0000,0.0000,0.0000,0.0000,0.2790,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
CBC Radio Ideas,History,795,0.4549,0.0000,0.0000,0.0000,0.0000,0.1445,0.0000,0.2047,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.3314,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0566,0.0000,0.0000,0.0000,0.0000,0.3568,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4233,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000
The SourceFed Podcast,Colloquial,796,0.4691,0.0104,0.0000,0.5756,0.0000,0.0000,0.0000,0.0000,0.0335,0.0000,0.0000,0.6493,0.0000,0.0000,0.0000,0.0000,0.0077,0.3396,0.0000,0.0000,0.0200,0.0000,0.2093,0.0000,0.0000,0.0000,0.1672,0.0000,0.0000,0.0000,0.0000,0.0000,0.0976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0394,0.0000,0.0093,0.0000,0.0421,0.0000,0.0000,0.0000,0.0000,0.0000,0.3025,0.0000,0.0000,0.0000,0.0000,0.0154,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3518,0.0000,0.0857,0.0159,0.0000,1.0000,0.0000,0.0000,0.0453,0.0000,0.0000,0.0186,0.0000,0.0147,0.0000,0.0000,0.0000,0.0000
Kim Komando Live,Tech,797,0.3127,0.0361,0.0146,0.0000,0.0510,0.0000,0.0000,0.0536,0.1460,0.0000,0.0238,0.0000,0.0261,0.0000,0.0000,0.0189,0.0991,0.1866,0.0000,0.0000,0.2417,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0262,0.0524,0.0000,0.0859,0.0000,0.0308,0.0196,0.0769,0.0000,0.0000,0.0512,0.0000,0.0000,0.0000,0.0000,0.0769,0.0000,0.0000,0.1146,0.0000,0.0000,0.0881,0.0000,0.0332,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0622,0.0081,0.0000,0.0000,0.0503,0.0236,0.0577,0.0000,0.0398,0.0000,0.0197,0.0157,0.0000,0.0795,0.0000,0.0000,0.0000,0.0000,0.1749,0.2436,0.6332,0.0000,0.1372,0.1861
Hourly News Summary,News / Politics,798,0.0000,0.0078,0.0061,0.0257,0.0919,0.0410,0.0115,0.6166,0.0637,0.0079,0.5261,0.0000,0.0000,0.0000,0.0039,0.0083,0.0217,0.0011,0.0819,0.0026,0.0056,0.0000,0.0000,0.0035,0.1747,0.0321,0.0022,0.0175,0.0000,0.0000,0.9844,0.0000,0.0000,0.0014,0.0213,0.0266,0.0488,0.5965,0.0000,0.0000,0.0714,0.0027,0.0226,0.0056,0.0000,0.0401,0.8340,0.0218,0.3133,0.0000,0.0000,0.0382,0.0298,0.0299,0.0078,0.0053,0.0000,0.0017,0.0000,0.0000,0.0733,0.0000,0.0635,0.0000,0.0270,0.0016,0.0000,0.0114,0.0000,0.0234,0.0070,0.0012,0.0000,0.0000,0.0000,0.1824,0.0000,0.0079,0.0000,0.0120,0.0000
Mysteries Abound,History,799,0.0000,0.0000,0.0000,0.0000,0.0000,0.4207,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2148,0.0000,0.3432,0.0000,0.2522,0.0000,0.0000,0.1076,0.0000,0.3257,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0743,0.0000,0.0000,0.6408,0.0000,0.0000,0.4015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Guild of Sommeliers Wine Podcasts,Beverages,800,0.5692,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7260,0.0000,0.0000,0.8466,0.3619,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6837,0.0000,0.0000,0.8166,0.0000
Hay House I Can Do It! Podcast,Relationships,801,0.8297,0.0437,0.0304,0.0000,0.0000,0.0438,0.0000,0.0000,0.0000,0.0558,0.0000,0.0000,0.1792,0.0000,0.0306,0.0560,0.0000,0.2055,0.0000,0.0000,0.0000,0.0578,0.0000,0.0000,0.0228,0.0000,0.0000,0.0791,0.0000,0.0000,0.0124,0.0000,0.0000,0.0355,0.0701,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6040,0.6703,0.0000,0.0000,0.0544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0495,0.0000,0.0102,0.0000,0.0000,0.0942,0.0000,0.0000,0.0752,0.0000,0.0584,0.4983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6917,0.0000,0.0000,0.0000,0.0000
Really Big Show,Sports,802,0.0542,0.0179,0.0038,0.0514,0.0235,0.0046,0.0000,0.0000,0.9512,0.0000,0.0000,0.0000,0.0193,0.0000,0.0440,0.0000,0.0071,0.0218,0.0000,0.0000,0.0011,0.0125,0.0112,0.0054,0.0261,0.0000,0.0151,0.0000,0.0000,0.0000,0.0219,0.0000,0.0053,0.0000,0.0000,0.0000,0.0000,0.0000,0.2729,0.0000,0.0062,0.0000,0.0000,0.0037,0.0000,0.0032,0.0112,0.6508,0.0000,0.0000,0.0000,0.0359,0.0051,0.0000,0.0000,0.0038,0.0000,0.0084,0.0000,0.0016,0.0000,0.0000,0.0043,0.0146,0.0000,0.0000,0.0015,0.0000,0.2835,0.0087,0.1169,0.0000,0.0017,0.0037,0.0000,0.0141,0.0404,0.0050,0.0025,0.0035,0.0037
Adulthood Made Easy,Colloquial,803,0.6379,0.0000,0.0000,0.0000,0.0000,0.0205,0.0000,0.0000,0.0000,0.0000,0.0911,0.0000,0.2512,0.0000,0.0000,0.0000,0.0000,0.4998,0.0000,0.0000,0.0000,0.1135,0.1471,0.0000,0.2204,0.0000,0.1311,0.0000,0.0000,0.0000,0.1026,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0939,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.6879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5175,0.0000,0.2187,0.3136,0.0000
GSMC Football Podcast,Sports,804,0.0065,0.0051,0.0000,0.0631,0.0000,0.0000,0.0000,0.0276,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0214,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0083,0.0000,0.0000,0.0000,0.0000,0.0045,0.0000,0.0095,0.0127,0.0000,0.0000,0.0026,0.0000,0.0046,0.0000,0.0000,0.0000,0.9977,0.0000,0.0000,0.0000,0.0325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0042,0.0000,0.0000,0.0257,0.0000,0.0000,0.0000,0.0000,0.2094,0.0000,0.3229,0.0000,0.0000,0.0000,0.0000,0.0000,0.0048,0.0000,0.0000,0.0000,0.0000
Professor Blastoff,Dating,805,0.9553,0.0000,0.0000,0.4704,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5588,0.0000,0.0000,0.0000,0.0000,0.8325,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PM,News / Politics,806,0.0000,0.0000,0.0000,0.0000,0.3633,0.0000,0.0000,0.8516,0.0000,0.0000,0.3583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7124,0.0000,0.0000,0.0000,0.0000,0.0000,0.8848,0.0000,0.0000,0.0000,0.0000,0.0000,0.6935,0.4766,0.0000,0.0000,0.5080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4005,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
U Talkin' U2 To Me?,Arts,807,0.6107,0.9658,0.0000,0.5551,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8722,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3361,0.0000,0.0000,0.0000,0.0000,0.8116,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4405,0.0000,0.0000,0.0000,0.0000
SModcast  Get Up On This,Colloquial,808,0.2871,0.3890,0.0000,0.6025,0.0000,0.0000,0.0000,0.0000,0.0221,0.0000,0.0000,0.2493,0.0000,0.0000,0.0000,0.0000,0.0000,0.2340,0.0000,0.0393,0.0302,0.0415,0.0000,0.0000,0.0000,0.0000,0.0380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2279,0.0000,0.0150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4228,0.0000,0.1027,0.0000,0.0000,0.7128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0354
The Glenn Beck Program,News / Politics,809,0.0967,0.0117,0.0028,0.0413,0.0182,0.0160,0.0009,0.1111,0.0369,0.0570,0.1351,0.0000,0.0042,0.0000,0.1371,0.0100,0.0084,0.0154,0.0015,0.0170,0.0205,0.0000,0.0092,0.0084,0.0861,0.0101,0.0091,0.0007,0.0048,0.0023,0.9715,0.0006,0.0121,0.0030,0.0024,0.0000,0.0026,0.1116,0.0004,0.0036,0.0435,0.0073,0.0789,0.0080,0.0025,0.0145,0.1476,0.0146,0.0253,0.0013,0.0033,0.0298,0.0107,0.0565,0.0079,0.0018,0.0055,0.0035,0.9032,0.0078,0.0125,0.0053,0.0427,0.0173,0.0674,0.0219,0.0011,0.0107,0.4352,0.2543,0.0020,0.0070,0.0053,0.0048,0.0013,0.0156,0.0903,0.0324,0.0108,0.0140,0.0085
MarketFoolery,Investing,810,0.0486,0.0198,0.0000,0.1212,0.9824,0.0087,0.0000,0.0073,0.1124,0.0000,0.0157,0.0000,0.0000,0.0000,0.0605,0.0083,0.0163,0.0000,0.0058,0.0463,0.1025,0.0000,0.1169,0.0029,0.9599,0.0000,0.1109,0.0130,0.0000,0.0074,0.0911,0.0024,0.0087,0.0654,0.0000,0.0000,0.0182,0.0080,0.0000,0.0000,0.0542,0.0000,0.0000,0.0179,0.0000,0.0700,0.0474,0.0308,0.0000,0.0000,0.0000,0.0916,0.0164,0.0000,0.0000,0.0000,0.0099,0.0535,0.0000,0.0000,0.0000,0.0577,0.0000,0.0416,0.0000,0.0000,0.0000,0.0087,0.0512,0.0000,0.0048,0.0000,0.0053,0.0000,0.0028,0.0115,0.0769,0.2177,0.0036,0.0000,0.1005
MacMost Now - Mac Tutorials,Tech,811,0.0164,0.2588,0.0070,0.0148,0.0048,0.0262,0.0000,0.0378,0.0197,0.0000,0.0000,0.0000,0.0261,0.0022,0.0412,0.0182,0.0574,0.0181,0.0000,0.0000,0.1954,0.0313,0.0051,0.0000,0.0326,0.0227,0.0085,0.0206,0.2609,0.0000,0.0032,0.0055,0.0461,0.0136,0.0513,0.0000,0.0000,0.0178,0.0000,0.0000,0.0069,0.0017,0.0019,0.0094,0.0268,0.1414,0.0000,0.0097,0.0044,0.0000,0.0000,0.0052,0.0000,0.0074,0.0060,0.0052,0.0328,0.0446,0.0000,0.0000,0.0265,0.0031,0.0445,0.0000,0.0000,0.0000,0.0024,0.0183,0.0389,0.0000,0.0000,0.0000,0.2943,0.0247,0.0164,0.0164,0.0000,0.9020,0.0210,0.0301,0.8464
Making A Murderer,Crime,812,0.8510,0.0000,0.0000,0.7584,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8132,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9014,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
Dinner Party Download,Entertainment,813,0.3502,0.3606,0.0279,0.4001,0.0150,0.0730,0.0000,0.0561,0.0583,0.0083,0.0331,0.0000,0.0000,0.0000,0.0567,0.0000,0.0109,0.2675,0.0305,0.1345,0.0438,0.1144,0.2794,0.0204,0.0193,0.0173,0.3166,0.0051,0.0073,0.1168,0.1163,0.0060,0.0405,0.0000,0.0094,0.0065,0.0278,0.0000,0.0000,0.0000,0.0000,0.0244,0.0333,0.2316,0.0000,0.0362,0.0000,0.0087,0.0639,0.0000,0.0105,0.2652,0.0000,0.0277,0.0097,0.0070,0.0155,0.0145,0.0097,0.0000,0.0427,0.0024,0.1232,0.2390,0.0000,0.0729,0.0000,0.0000,0.2786,0.0000,0.0050,0.0263,0.0000,0.0157,0.0334,0.1210,0.1372,0.0274,0.0000,0.0220,0.0118
The People's Pharmacy,Medical Treatment,814,0.3437,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.0649,0.7602,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.3696,0.4184,0.0000,0.0000,0.0000,0.3557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0853,0.0000,0.1257,0.0000,0.0000,0.1582,0.6140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0812,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1159,0.0000,0.7781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4458,0.0000,0.0000,0.0000,0.0000
The New Man - Advice for Men on Relationships  Dating  Fitness  Career and Sex,Communication,815,0.8100,0.0601,0.0000,0.0515,0.0000,0.0000,0.0000,0.0522,0.0308,0.0000,0.0000,0.0000,0.1446,0.0000,0.0000,0.1307,0.0000,0.0000,0.0000,0.0000,0.0000,0.0795,0.0000,0.0000,0.0000,0.0000,0.1238,0.0575,0.0000,0.0000,0.0000,0.1178,0.0000,0.0000,0.0000,0.0000,0.0000,0.0575,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4904,0.4191,0.0000,0.0000,0.0000,0.0000,0.1088,0.0562,0.0000,0.0000,0.0000,0.0000,0.0000,0.1852,0.0000,0.0000,0.0000,0.0388,0.0000,0.0000,0.0000,0.0000,0.0000,0.1361,0.3498,0.0000,0.0000,0.0644,0.0000,0.0000,0.0000,0.0000,0.9493,0.0632,0.0000,0.0000,0.0000
Pro Football Talk Live with Mike Florio,NFL,816,0.1393,0.0000,0.0000,0.0059,0.0182,0.0000,0.0000,0.0376,0.9994,0.0000,0.0000,0.0000,0.0040,0.0000,0.1431,0.0000,0.0000,0.0000,0.0000,0.0000,0.0068,0.0000,0.0000,0.0000,0.0177,0.0000,0.0000,0.0000,0.0000,0.0000,0.0087,0.0000,0.0000,0.0000,0.0000,0.0013,0.0000,0.0289,0.0018,0.0020,0.0009,0.0000,0.0000,0.0000,0.0000,0.0000,0.0011,0.9994,0.0000,0.0000,0.0000,0.0064,0.0000,0.0019,0.0000,0.0000,0.0000,0.0175,0.0000,0.0000,0.0087,0.0000,0.0000,0.0000,0.0000,0.0000,0.0012,0.0000,0.0619,0.0016,0.0193,0.0000,0.0000,0.0000,0.0000,0.0000,0.1658,0.0000,0.0000,0.0092,0.0000
NYRD Radio,Colloquial,817,0.1657,0.0000,0.0000,0.2825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1734,0.0000,0.0000,0.1433,0.0000,0.0000,0.4133,0.0000,0.0000,0.0000,0.2382,0.0000,0.0000,0.0000,0.0000,0.0000,0.1233,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1607,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0967,0.0000,0.5536,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7396,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0960,0.6625,0.0000,0.3726,0.0000
The Kiss Me Quick's Erotica: Sex Stories by Rose Caraway,Relationships,818,0.6879,0.0826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0971,0.2378,0.0000,0.0249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0199,0.0000,0.3530,0.0000,0.0000,0.2031,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3182,0.0000,0.0000,0.0269,0.0000,0.1645,0.0000,0.0000,0.0000,0.0000
Esquire Classic Podcast,Literature,819,0.5961,0.5730,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.4683,0.0000,0.0000,0.0000,0.0000,0.0000,0.2737,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2074,0.7160,0.4671,0.0000,0.0000,0.0000
Talkin' Cowboys,Sports,820,0.0333,0.0000,0.0000,0.0000,0.0100,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0087,0.0000,0.0000,0.0000,0.0000,0.0075,0.0000,0.0000,0.0000,0.0000,0.0000,0.0148,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0126,0.0000,0.0000,0.0000,0.0042,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0094,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0459,0.0000,0.0000,0.0000,0.0000
Talking Holes,Colloquial,821,0.3436,0.1131,0.0265,0.2122,0.0000,0.0303,0.0000,0.0000,0.0000,0.1221,0.0138,0.7776,0.0000,0.0000,0.0836,0.0000,0.0000,0.0449,0.0000,0.0000,0.1218,0.0000,0.0000,0.0000,0.0208,0.0000,0.0369,0.0000,0.0000,0.0000,0.1316,0.0000,0.0166,0.0249,0.0000,0.0385,0.0000,0.0000,0.0000,0.0445,0.0000,0.1165,0.0000,0.0512,0.0000,0.0988,0.0000,0.0000,0.0131,0.0000,0.0000,0.0775,0.0000,0.1009,0.0000,0.0000,0.0000,0.0000,0.0320,0.0000,0.0000,0.0000,0.0092,0.0783,0.0000,0.0000,0.0000,0.0000,0.9928,0.0625,0.0000,0.0896,0.0000,0.0000,0.0000,0.0000,0.0494,0.0679,0.0000,0.0319,0.0000
PRI's The World: Global Hit,Arts,822,0.1352,0.9872,0.0000,0.0587,0.0136,0.0000,0.0411,0.0000,0.0000,0.0000,0.6170,0.0000,0.0420,0.0467,0.0990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0311,0.1652,0.0000,0.0000,0.0512,0.0000,0.0000,0.0364,0.0000,0.0000,0.7135,0.0000,0.0000,0.0000,0.0197,0.0000,0.0831,0.0000,0.0000,0.0000,0.0090,0.0000,0.1444,0.9263,0.0000,0.0545,0.0138,0.0000,0.0000,0.0000,0.0000,0.0938,0.0000,0.0846,0.0588,0.0000,0.0240,0.0364,0.0000,0.0000,0.0000,0.0000,0.1029,0.0000,0.0000,0.0244,0.0000,0.0180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0976,0.1505,0.0000,0.0000,0.0407,0.0000
